,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,neighborhood,condition_1,condition_2,overall_qual,overall_cond,year_remod/add,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,central_air,electrical,gr_liv_area,kitchen_qual,functional,fireplaces,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,fence,saleprice,age,pool,rm_count,bath_count,num_floors,porch_area
1463,1782,0,3.0,Lvl,Inside,0.0,Blueste,Norm,Norm,6,6,0,MetalSd,MetalSd,2.0,3.0,CBlock,4.0,3.0,1.0,6.0,1.0,516.0,GasA,1,5.0,1045,2.0,7.0,1,462.0,3.0,3.0,2.0,180,1,123900,27,0,3,1.0,2.0,0
1464,7207,0,2.0,Lvl,Inside,0.0,BrkSide,Norm,Norm,5,7,1,Wd Sdng,Plywood,2.0,3.0,CBlock,3.0,3.0,4.0,4.0,1.0,858.0,GasA,1,5.0,858,2.0,7.0,0,0.0,0.0,0.0,2.0,117,0,116500,52,0,3,2.0,1.0,0
1465,10943,0,1.0,Lvl,FR2,0.0,NAmes,Norm,Norm,6,5,1,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1405.0,GasA,1,5.0,1337,3.0,7.0,1,522.0,3.0,3.0,2.0,0,0,177000,10,0,3,3.0,1.0,68
1466,4330,1,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,4,6,0,MetalSd,MetalSd,2.0,2.0,BrkTil,2.0,3.0,1.0,3.0,5.0,808.0,GasA,1,5.0,1315,2.0,7.0,0,436.0,3.0,3.0,2.0,0,0,99500,49,0,4,3.0,1.5,0
1467,11660,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1326.0,GasA,1,5.0,1326,3.0,7.0,0,427.0,3.0,3.0,2.0,100,0,174190,0,0,4,2.0,1.0,0
1468,3180,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,0,MetalSd,MetalSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,600.0,GasA,1,5.0,1200,3.0,7.0,0,480.0,3.0,3.0,2.0,0,0,151000,1,0,3,2.5,2.0,166
1469,4435,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,848.0,GasA,1,5.0,848,3.0,7.0,0,420.0,3.0,3.0,2.0,140,0,143750,7,0,2,2.0,1.0,0
1470,7689,0,2.0,Lvl,Inside,0.0,Mitchel,Norm,Norm,5,8,0,MetalSd,MetalSd,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,4.0,796.0,GasA,1,5.0,796,2.0,7.0,0,336.0,3.0,3.0,2.0,138,1,131900,37,0,3,1.5,0.0,0
1471,8286,0,2.0,Lvl,Corner,0.0,Mitchel,Norm,Norm,5,7,0,Plywood,Plywood,2.0,2.0,PConc,4.0,3.0,1.0,3.0,1.0,716.0,GasA,1,5.0,1432,2.0,7.0,1,531.0,3.0,3.0,2.0,0,1,157000,30,0,4,2.5,2.0,376
1472,10690,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,5,7,1,VinylSd,VinylSd,2.0,3.0,CBlock,3.0,2.0,1.0,3.0,1.0,672.0,GasA,1,4.0,1344,2.0,7.0,0,468.0,3.0,2.0,2.0,0,0,147000,89,0,4,1.0,2.0,346
1473,7795,0,2.0,Lvl,Inside,0.0,Gilbert,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,716.0,GasA,1,5.0,1432,3.0,7.0,1,432.0,3.0,3.0,2.0,100,0,188500,5,0,4,3.5,2.0,51
1474,7052,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,1364.0,GasA,1,5.0,1364,3.0,7.0,1,484.0,3.0,3.0,2.0,192,0,185850,1,0,3,3.0,1.0,36
1475,9308,0,2.0,Lvl,CulDSac,0.0,Sawyer,RRNe,Norm,5,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,984.0,GasA,1,5.0,984,2.0,7.0,0,310.0,3.0,3.0,2.0,0,1,126000,41,0,4,1.0,1.0,0
1476,8125,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,7,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,864.0,GasA,1,5.0,864,2.0,7.0,0,308.0,3.0,3.0,2.0,0,0,118000,50,0,4,1.0,1.0,0
1477,8035,0,2.0,HLS,Inside,0.0,StoneBr,Norm,Norm,9,5,0,MetalSd,MetalSd,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1612.0,GasA,1,5.0,1612,4.0,7.0,1,556.0,3.0,3.0,2.0,0,0,319900,1,0,3,3.0,1.0,164
1478,7937,0,2.0,Lvl,CulDSac,0.0,Mitchel,Norm,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,3.0,6.0,1.0,1003.0,GasA,1,5.0,1003,2.0,7.0,0,588.0,3.0,3.0,2.0,120,1,142500,22,0,4,2.0,0.0,0
1479,9600,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,5,6,0,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1200.0,GasA,1,5.0,1200,2.0,7.0,0,246.0,3.0,3.0,2.0,126,1,129900,59,0,4,1.0,1.0,0
1480,6955,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1368.0,GasA,1,5.0,1368,3.0,7.0,1,474.0,3.0,3.0,2.0,132,0,202500,1,0,3,2.0,1.0,35
1481,21370,0,3.0,Lvl,FR2,0.0,Sawyer,Norm,Norm,5,5,0,Wd Sdng,MetalSd,2.0,2.0,Slab,0.0,0.0,0.0,0.0,0.0,0.0,GasA,1,4.0,1640,2.0,6.0,1,394.0,3.0,3.0,2.0,0,0,131000,56,0,4,1.0,1.0,225
1482,10126,0,3.0,Lvl,Corner,0.0,CollgCr,Norm,Norm,6,5,1,VinylSd,VinylSd,2.0,3.0,PConc,4.0,3.0,4.0,6.0,2.0,1838.0,GasA,1,5.0,1838,2.0,7.0,0,721.0,3.0,3.0,2.0,160,0,185000,11,0,4,4.0,0.0,67
1483,2364,0,3.0,Lvl,Inside,0.0,NPkVill,Norm,Norm,6,5,0,Plywood,Brk Cmn,3.0,2.0,CBlock,4.0,3.0,1.0,5.0,1.0,855.0,GasA,1,5.0,1456,2.0,7.0,1,440.0,3.0,3.0,2.0,147,0,138000,31,0,4,2.5,2.0,0
1484,3600,1,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,6,7,1,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,684.0,GasA,0,4.0,1368,2.0,7.0,0,216.0,3.0,2.0,0.0,0,0,114504,96,0,4,1.0,2.0,158
1485,8741,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,6,4,1,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,2.0,1.0,2.0,1.0,735.0,GasA,1,4.0,1487,2.0,7.0,1,220.0,3.0,3.0,2.0,0,1,113000,65,0,4,1.5,1.5,140
1486,5436,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,4,8,1,VinylSd,VinylSd,2.0,3.0,BrkTil,3.0,3.0,1.0,4.0,1.0,796.0,GasA,1,5.0,1154,3.0,7.0,0,240.0,3.0,3.0,0.0,0,1,125500,88,0,4,2.0,1.5,96
1487,14149,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,8,1,HdBoard,HdBoard,3.0,3.0,CBlock,3.0,3.0,4.0,2.0,4.0,980.0,GasA,1,5.0,1020,2.0,7.0,1,528.0,3.0,3.0,2.0,0,0,165000,43,0,4,2.5,0.0,0
1488,5000,0,3.0,Lvl,Corner,0.0,OldTown,Norm,Norm,5,4,1,Wd Sdng,Wd Sdng,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,1.0,540.0,GasA,0,4.0,1440,2.0,7.0,0,352.0,2.0,3.0,2.0,0,0,79000,106,0,4,1.0,1.5,77
1489,2544,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,6,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,600.0,GasA,1,5.0,1236,3.0,7.0,0,480.0,3.0,3.0,2.0,0,0,152000,5,0,3,3.5,2.0,166
1490,5000,0,3.0,Lvl,Corner,0.0,BrkSide,Feedr,Norm,6,7,1,CemntBd,CmentBd,2.0,3.0,CBlock,3.0,3.0,1.0,5.0,1.0,1004.0,GasA,1,5.0,1664,2.0,7.0,2,420.0,3.0,3.0,2.0,0,0,159000,59,0,4,2.0,1.5,60
1491,12493,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,4,5,0,Wd Sdng,Wd Sdng,2.0,2.0,PConc,3.0,3.0,1.0,5.0,3.0,1100.0,GasA,1,5.0,1100,2.0,7.0,1,312.0,3.0,3.0,2.0,355,1,141000,48,0,4,2.0,1.0,0
1492,10368,0,2.0,Lvl,CulDSac,0.0,NAmes,Norm,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,2.0,1008.0,GasA,1,5.0,1488,2.0,7.0,1,430.0,3.0,3.0,2.0,154,0,167000,42,0,4,2.5,1.0,60
1493,6360,0,3.0,Lvl,Corner,0.0,BrkSide,Feedr,Norm,5,6,1,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,2.0,835.0,GasA,1,4.0,1453,3.0,5.0,2,240.0,3.0,3.0,2.0,0,0,132000,68,0,4,1.5,1.5,183
1494,10357,0,2.0,Lvl,Corner,0.0,SawyerW,Feedr,Norm,7,5,1,HdBoard,HdBoard,3.0,2.0,PConc,4.0,3.0,2.0,6.0,1.0,910.0,GasA,1,5.0,1442,3.0,7.0,1,719.0,3.0,3.0,2.0,0,0,179900,17,0,4,3.0,1.0,244
1495,9819,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,0,MetalSd,MetalSd,2.0,3.0,CBlock,3.0,3.0,1.0,4.0,1.0,882.0,GasA,1,5.0,900,2.0,7.0,0,280.0,3.0,3.0,2.0,0,1,122000,43,0,4,1.0,1.0,0
1496,7936,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1045.0,GasA,1,5.0,1045,2.0,7.0,1,264.0,3.0,3.0,2.0,0,0,127000,46,0,4,2.0,1.0,0
1497,8773,0,1.0,Lvl,FR2,0.0,NAmes,Norm,Norm,6,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1487.0,GasA,1,5.0,1419,3.0,7.0,0,543.0,3.0,3.0,2.0,196,0,190000,4,0,3,3.0,1.0,68
1498,11235,0,3.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,1,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,3.0,4.0,1.0,1420.0,GasA,1,5.0,1452,2.0,5.0,1,572.0,3.0,3.0,2.0,92,0,158450,43,0,3,2.0,0.0,88
1499,12886,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,6,1,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,3.0,5.0,1.0,520.0,GasA,1,5.0,1464,2.0,5.0,1,480.0,3.0,3.0,2.0,302,0,175000,46,0,4,2.5,0.0,100
1500,14892,0,2.0,HLS,CulDSac,0.0,Gilbert,Norm,Norm,9,5,1,VinylSd,VinylSd,4.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1746.0,GasA,1,5.0,1746,4.0,7.0,2,758.0,3.0,3.0,2.0,201,0,377500,3,0,4,3.0,1.0,39
1501,6240,0,3.0,Lvl,Inside,0.0,BrkSide,Norm,Norm,5,5,1,MetalSd,MetalSd,2.0,2.0,BrkTil,3.0,3.0,1.0,2.0,1.0,928.0,GasA,1,3.0,1536,2.0,7.0,1,480.0,3.0,3.0,2.0,0,1,138400,80,0,5,2.0,1.5,10
1502,11645,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,6.0,1.0,1734.0,GasA,1,5.0,1734,3.0,7.0,0,660.0,3.0,3.0,2.0,160,0,260000,1,0,4,3.0,1.0,24
1503,14977,0,2.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,5.0,3.0,4.0,6.0,1.0,1976.0,GasA,1,5.0,1976,3.0,7.0,1,908.0,3.0,3.0,2.0,250,0,440000,1,0,3,3.0,1.0,63
1504,9100,0,3.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1212.0,GasA,1,5.0,1212,3.0,7.0,0,573.0,3.0,3.0,2.0,356,0,178000,8,0,4,2.0,1.0,0
1505,8400,0,3.0,Lvl,Inside,0.0,NAmes,Feedr,Norm,5,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,3.0,4.0,1.0,1052.0,GasA,1,5.0,1052,2.0,7.0,0,288.0,3.0,3.0,2.0,356,1,138500,38,0,4,2.5,1.0,0
1506,7420,0,3.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,1.0,1057.0,GasA,1,5.0,1057,2.0,7.0,0,576.0,3.0,3.0,2.0,0,0,132000,45,0,4,1.0,1.0,0
1507,9525,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,6,5,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,1.0,1000.0,GasA,1,5.0,1609,2.0,7.0,0,305.0,2.0,3.0,2.0,0,0,149900,53,0,6,1.5,1.5,0
1508,7425,0,2.0,Bnk,Corner,0.0,BrkSide,RRAn,Artery,7,7,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,3.0,2.0,1.0,1.0,1.0,672.0,GasA,1,5.0,1668,3.0,7.0,0,252.0,3.0,3.0,2.0,210,0,108000,63,0,4,1.5,1.5,0
1509,7990,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,5,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,4.0,3.0,1.0,1.0,1.0,924.0,GasA,1,5.0,924,2.0,7.0,0,280.0,3.0,3.0,2.0,0,1,110000,33,0,4,1.0,1.0,0
1510,1300,0,3.0,Lvl,Inside,0.0,Blueste,Norm,Norm,6,6,0,MetalSd,MetalSd,2.0,2.0,CBlock,4.0,3.0,1.0,5.0,1.0,561.0,GasA,1,5.0,1229,2.0,7.0,1,462.0,3.0,3.0,2.0,150,1,124000,29,0,3,1.5,2.0,0
1511,5500,0,3.0,Lvl,Inside,0.0,OldTown,Norm,Norm,4,6,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,882.0,GasA,1,5.0,882,2.0,7.0,0,0.0,0.0,0.0,2.0,0,1,103200,51,0,2,1.0,0.0,0
1512,3606,1,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,5.0,4.0,1.0,6.0,1.0,1352.0,GasA,1,5.0,1352,3.0,7.0,1,466.0,3.0,3.0,2.0,0,0,194000,1,0,3,3.0,1.0,241
1513,8978,0,2.0,Lvl,Corner,0.0,Sawyer,Norm,Norm,5,5,0,Plywood,Plywood,2.0,2.0,PConc,3.0,3.0,1.0,1.0,1.0,948.0,GasA,1,5.0,948,2.0,7.0,0,300.0,3.0,3.0,2.0,147,0,108000,39,0,4,1.0,1.0,0
1514,9079,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,0,Wd Sdng,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,864.0,GasA,1,5.0,864,2.0,7.0,0,440.0,3.0,3.0,2.0,158,0,122000,48,0,3,1.0,1.0,0
1515,1700,0,3.0,HLS,Inside,0.0,ClearCr,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,2.0,6.0,1.0,430.0,GasA,1,5.0,1700,3.0,7.0,0,450.0,4.0,3.0,2.0,188,0,148400,26,0,3,3.5,1.5,236
1516,9571,0,3.0,Lvl,Inside,0.0,Edwards,Norm,Norm,5,3,0,BrkComm,Brk Cmn,2.0,1.0,CBlock,3.0,2.0,1.0,1.0,1.0,1276.0,GasA,1,4.0,1276,2.0,4.0,0,350.0,3.0,3.0,2.0,0,0,60000,51,0,4,1.0,1.0,0
1517,9938,0,3.0,Lvl,Inside,0.0,SawyerW,Norm,Norm,7,5,0,HdBoard,HdBoard,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,1602.0,GasA,1,5.0,1626,3.0,7.0,1,534.0,3.0,3.0,2.0,424,0,226500,14,0,4,3.5,1.0,40
1518,9000,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,2,3,1,AsbShng,AsbShng,2.0,2.0,CBlock,3.0,3.0,3.0,4.0,1.0,480.0,GasA,0,4.0,480,2.0,7.0,0,308.0,3.0,3.0,2.0,0,0,35311,57,0,2,1.0,1.0,0
1519,7840,0,2.0,Lvl,CulDSac,0.0,Edwards,Norm,Norm,6,5,0,Plywood,Wd Shng,2.0,2.0,CBlock,4.0,3.0,4.0,6.0,1.0,976.0,GasA,1,5.0,1012,2.0,7.0,0,0.0,0.0,0.0,2.0,0,0,127500,31,0,4,3.0,0.0,0
1520,12395,0,3.0,Lvl,Corner,0.0,Mitchel,Norm,Norm,5,6,0,HdBoard,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,864.0,GasA,1,5.0,889,2.0,7.0,0,484.0,3.0,3.0,2.0,0,0,137500,24,0,4,1.0,1.0,0
1521,9638,0,2.0,Lvl,CulDSac,0.0,Edwards,Norm,Norm,6,6,0,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,3.0,1029.0,GasA,1,5.0,1117,2.0,7.0,1,542.0,3.0,3.0,2.0,292,0,147000,31,0,4,2.0,0.0,0
1522,13418,0,3.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,5.0,3.0,3.0,1.0,1.0,1117.0,GasA,1,5.0,2452,3.0,7.0,1,691.0,3.0,3.0,2.0,113,0,309000,2,0,5,3.5,2.0,32
1523,17597,0,3.0,Bnk,Inside,0.0,Crawfor,Norm,Norm,7,9,1,BrkFace,BrkFace,3.0,3.0,CBlock,4.0,3.0,1.0,6.0,5.0,1803.0,GasA,1,5.0,2365,4.0,6.0,2,551.0,3.0,3.0,2.0,200,1,315000,38,0,4,3.0,1.0,144
1524,8872,0,3.0,Lvl,Corner,0.0,NAmes,Norm,Norm,5,8,1,VinylSd,VinylSd,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,912.0,GasA,1,5.0,912,3.0,7.0,0,576.0,3.0,3.0,2.0,0,0,147000,43,0,3,2.0,1.0,240
1525,3982,0,3.0,Lvl,Inside,0.0,Blmngtn,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,4.0,3.0,6.0,1.0,1520.0,GasA,1,5.0,1567,4.0,7.0,1,648.0,3.0,3.0,2.0,312,0,264561,0,0,2,3.0,1.0,0
1526,7134,0,3.0,Bnk,Inside,1.0,NAmes,Norm,Norm,5,5,0,MetalSd,MetalSd,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,1.0,384.0,GasA,1,5.0,1360,2.0,6.0,1,572.0,3.0,3.0,2.0,0,1,130000,52,0,4,1.0,0.0,50
1527,2117,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,6,5,0,MetalSd,MetalSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,756.0,GasA,1,5.0,1525,3.0,7.0,1,440.0,3.0,3.0,2.0,0,0,177000,7,0,4,2.5,2.0,0
1528,8155,0,3.0,Lvl,Inside,0.0,IDOTRR,Norm,Norm,5,7,1,Wd Sdng,Wd Sdng,2.0,2.0,CBlock,4.0,3.0,1.0,1.0,1.0,780.0,GasA,1,4.0,1200,2.0,7.0,0,0.0,0.0,0.0,2.0,0,0,119000,78,0,5,1.0,1.5,96
1529,5500,0,3.0,Lvl,Inside,0.0,SWISU,Norm,Norm,7,5,0,VinylSd,VinylSd,2.0,2.0,PConc,4.0,4.0,2.0,6.0,2.0,1073.0,GasA,1,5.0,1073,2.0,7.0,0,246.0,3.0,3.0,2.0,0,0,157000,2,0,3,3.0,1.0,120
1530,11553,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,0,Plywood,Plywood,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,1.0,1051.0,GasA,1,5.0,1159,2.0,7.0,1,336.0,3.0,3.0,2.0,466,0,158000,38,0,4,1.5,1.0,0
1531,7150,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,4,4,0,MetalSd,MetalSd,2.0,2.0,PConc,3.0,3.0,1.0,3.0,1.0,1190.0,GasA,1,5.0,1540,1.0,7.0,0,352.0,3.0,3.0,2.0,0,0,115000,52,0,5,2.0,1.5,0
1532,6285,0,3.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,5,0,Plywood,Plywood,2.0,2.0,CBlock,4.0,3.0,1.0,2.0,3.0,894.0,GasA,1,5.0,894,2.0,7.0,0,308.0,3.0,3.0,2.0,192,0,120750,30,0,3,2.0,1.0,0
1533,7500,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1.0,814.0,GasA,1,5.0,1674,3.0,7.0,0,663.0,3.0,3.0,2.0,0,0,216000,10,0,4,3.5,2.0,96
1534,2001,0,3.0,Lvl,Inside,0.0,MeadowV,Norm,Norm,4,5,0,CemntBd,CmentBd,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,1.0,546.0,GasA,1,5.0,1092,2.0,7.0,0,286.0,3.0,3.0,2.0,0,0,75000,37,0,4,1.5,2.0,0
1535,19508,0,3.0,Lvl,Inside,0.0,Veenker,Norm,Norm,6,5,0,HdBoard,ImStucc,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,1.0,1430.0,GasA,1,5.0,1430,2.0,7.0,2,484.0,3.0,3.0,2.0,117,0,192000,34,0,4,2.5,1.0,273
1536,7176,0,2.0,Lvl,CulDSac,0.0,Sawyer,Norm,Norm,6,6,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,4.0,4.0,6.0,1.0,960.0,GasA,1,5.0,1040,2.0,7.0,1,616.0,3.0,3.0,2.0,131,1,160500,28,0,4,2.0,0.0,180
1537,10652,0,2.0,Lvl,Inside,0.0,CollgCr,Norm,Norm,7,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,1.0,1.0,1494.0,GasA,1,5.0,1494,3.0,7.0,1,840.0,3.0,3.0,2.0,160,0,279500,1,0,4,2.0,1.0,33
1538,11235,0,3.0,Lvl,Corner,0.0,Sawyer,Feedr,Norm,5,6,0,HdBoard,Wd Sdng,2.0,2.0,CBlock,4.0,3.0,3.0,5.0,1.0,981.0,GasA,1,5.0,1075,3.0,7.0,0,440.0,3.0,3.0,2.0,64,1,148000,45,0,4,2.0,0.0,64
1539,10265,0,2.0,Lvl,Inside,0.0,Sawyer,Norm,Norm,5,7,1,HdBoard,HdBoard,2.0,1.0,CBlock,3.0,3.0,1.0,5.0,1.0,992.0,GasA,1,5.0,992,3.0,7.0,0,294.0,3.0,3.0,2.0,204,1,145000,41,0,4,2.0,1.0,0
1540,14541,0,2.0,Lvl,Corner,0.0,NoRidge,Norm,Norm,8,7,0,MetalSd,MetalSd,3.0,3.0,PConc,4.0,4.0,1.0,6.0,1.0,1338.0,GasA,1,5.0,2520,3.0,7.0,1,796.0,3.0,3.0,2.0,209,0,310000,13,0,6,3.5,2.0,55
1541,10184,0,3.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,5,0,HdBoard,HdBoard,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,1.0,1083.0,GasA,1,5.0,1146,2.0,7.0,1,294.0,3.0,3.0,2.0,345,0,165000,43,0,4,1.5,0.0,75
1542,46589,0,1.0,Lvl,CulDSac,0.0,NoRidge,Norm,Norm,8,7,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,4.0,1.0,6.0,3.0,1629.0,GasA,1,5.0,2448,3.0,7.0,1,711.0,3.0,3.0,2.0,517,0,402000,15,0,5,3.5,2.0,76
1543,10625,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,7,5,0,CemntBd,CmentBd,3.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1026.0,GasA,1,5.0,1958,3.0,7.0,1,936.0,3.0,3.0,2.0,154,0,250000,3,0,4,2.5,2.0,210
1544,1470,0,3.0,Lvl,Inside,0.0,MeadowV,Norm,Norm,4,6,0,CemntBd,CmentBd,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,1.0,630.0,GasA,1,5.0,630,2.0,7.0,0,0.0,0.0,0.0,2.0,0,0,73000,36,0,2,2.0,0.0,0
1545,9000,0,3.0,Lvl,FR2,0.0,NAmes,Norm,Norm,5,5,0,VinylSd,VinylSd,2.0,2.0,CBlock,4.0,3.0,1.0,1.0,1.0,896.0,GasA,1,5.0,1792,2.0,7.0,0,0.0,0.0,0.0,2.0,32,0,136000,35,0,6,3.0,2.0,45
1546,5911,0,3.0,Lvl,Inside,0.0,NridgHt,Norm,Norm,9,5,0,MetalSd,MetalSd,4.0,2.0,PConc,5.0,3.0,1.0,6.0,1.0,1560.0,GasA,1,5.0,1565,4.0,7.0,1,556.0,3.0,3.0,2.0,196,0,282500,1,0,3,3.0,1.0,56
1547,8987,0,3.0,Lvl,Inside,0.0,Somerst,Norm,Norm,8,5,1,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,0.0,1.0,1.0,1595.0,GasA,1,5.0,1595,3.0,7.0,1,880.0,3.0,3.0,2.0,144,0,221500,5,0,3,2.0,1.0,0
1548,17871,0,1.0,Lvl,Inside,0.0,Crawfor,Norm,Norm,4,5,1,VinylSd,VinylSd,2.0,2.0,PConc,4.0,3.0,1.0,1.0,1.0,1680.0,GasA,1,5.0,1680,3.0,7.0,0,628.0,3.0,3.0,2.0,152,0,170000,12,0,5,2.0,1.0,0
1549,11500,0,2.0,Lvl,Inside,0.0,NAmes,Norm,Norm,6,4,0,HdBoard,HdBoard,1.0,2.0,CBlock,3.0,2.0,1.0,4.0,3.0,1040.0,GasA,1,5.0,1040,2.0,6.0,1,480.0,3.0,3.0,2.0,0,1,163000,42,0,4,2.0,1.0,156
1550,12257,0,2.0,Lvl,Inside,0.0,NoRidge,Norm,Norm,8,5,0,VinylSd,VinylSd,3.0,2.0,PConc,4.0,3.0,3.0,2.0,5.0,1318.0,GasA,1,5.0,2531,3.0,7.0,1,752.0,3.0,3.0,2.0,222,0,290000,12,0,5,2.5,2.0,98
